Content Type,Name,Primary Genre,Secondary Genre,Synopsis,Age Rating,Rating Score,Theatrical Release Year,Director ,Cast,Runtime (minutes),keywords2,keywords3,keywords4
Movie,Obhishopto Nighty,Comedy,,"A ghost story with elements of fantasy. After Monica is murdered, her soul gets trapped in a pink lacy nighty and she seeks revenge. Watch the full movie on Hoichoi.",A 18+,5,1983,Nitish Mukherjee,"Ranjit Mallick, Sumitra Mukherjee, Biplab Chatterjee",116,ghost story elements fantasy. Monica,ghost story elements,"ghost, story, elements, fantasy., Monica, murdered,, soul, gets, trapped, pink, lacy, nighty, seeks, revenge., Watch, movie, Hoichoi."
Movie,Royal Bengal Rahasya,Detective,,"Feluda is invited by a wealthy Zamindar to crack a puzzle supposedly leading to a hidden treasure, but things go unexpected. Watch the full movie on Hoichoi.",U/A 13+,3,2012,Rituparno Ghosh,"Rituparno Ghosh, Jisshu Sengupta, Raima Sen, Anusua Majumdar, Dipankar Dey",126,Feluda invited wealthy Zamindar crack,Feluda invited wealthy,"Feluda, invited, wealthy, Zamindar, crack, puzzle, supposedly, leading, hidden, treasure,, things, unexpected., Watch, movie, Hoichoi."
Movie,Hemlock Society,Comedy,,"Ananda, the founder of Hemlock Society, a school that teaches aspirants how to successfully commit suicide, develops feelings for Meghna, an aspirant, which changes both of their lives.",A 18+,5,2014,Birsa Dasgupta,"Parambrata Chatterjee, Indraneil Sengupta, Paoli Dam",112,"Ananda, founder Hemlock Society, school","Ananda, founder Hemlock","Ananda,, founder, Hemlock, Society,, school, teaches, aspirants, successfully, commit, suicide,, develops, feelings, Meghna,, aspirant,, changes, lives."
Movie,Raincoat (Hindi),Drama,,"Manoj is in need of money. As he seeks help from friends, he visits former flame Neerja, who left him to marry a wealthier man. Watch the full movie on Hoichoi.",U/A 7+,2,2011,Sandip Ray,"Sabyasachi Chakraborty, Bibhu Bhattacharya, Basudeb Mukherjee",106,Manoj need money. seeks help,Manoj need money.,"Manoj, need, money., seeks, help, friends,, visits, flame, Neerja,, left, marry, wealthier, man., Watch, movie, Hoichoi."
Movie,Memories In March,Drama,,This is the story of the emotional upheaval of a bereaved mother who has to come to terms with her son's hidden identity after his death. ,U/A 16+,4,2012,Srijit Mukherji,"Parambrata Chattopadhyay, Koel Mallick, Roopa Ganguly, Dipankar Dey",140,story emotional upheaval bereaved mother,story emotional upheaval,"story, emotional, upheaval, bereaved, mother, come, terms, son's, hidden, identity, death."
Movie,Nirbaak,Drama,,"Nirbaak is a medley of four tales of silent love, involving one woman (Sushmita), three men (Anjan, Jishu and Ritwick), a tree and a dog.",A 18+,5,2004,Rituparno Ghosh,"Aishwarya Rai Bachchan, Ajay Devgan",118,"Nirbaak medley tales silent love,",Nirbaak medley tales,"Nirbaak, medley, tales, silent, love,, involving, woman, (Sushmita),, men, (Anjan,, Jishu, Ritwick),, tree, dog."
Movie,Cinemawala,Drama,,"With the advanced technology changing the way movies are distributed to the public, Kamalini, a small town movie theatre is threatened into becoming obsolete.",U/A 7+,2,2011,Sanjoy Nag,"Rituparno Ghosh, Deepti Naval, Raima Sen",101,advanced technology changing way movies,advanced technology changing,"advanced, technology, changing, way, movies, distributed, public,, Kamalini,, small, town, movie, theatre, threatened, obsolete."
Movie,Chotoder Chobi,Drama,,"Khoka fights for his friend Shibu, a trapeze artist who is not provided adequate compensation after he meets with an accident. Things get complicated when Khoka falls for Shibu's daughter.",U,1,2015,Srijit Mukherji,"Sushmita Sen, Anjan Dutt, Jisshu Sengupta",106,"Khoka fights friend Shibu, trapeze",Khoka fights friend,"Khoka, fights, friend, Shibu,, trapeze, artist, provided, adequate, compensation, meets, accident., Things, complicated, Khoka, falls, Shibu's, daughter."
Movie,Iti Mrinalini,Drama,,"A beautiful transition between two timelines, the film shows the life of Mrinalini, a retired actress, through her memories. Watch the full movie on Hoichoi.",U/A 16+,4,2016,Kaushik Ganguly,"Paran Bandopadhyay, Parambrata Chatterjee, Sohini Sarkar",105,"beautiful transition timelines, film shows","beautiful transition timelines,","beautiful, transition, timelines,, film, shows, life, Mrinalini,, retired, actress,, memories., Watch, movie, Hoichoi."
Movie,Jamai 420,Comedy,,Three couples are forced to do a lot of insane things in order to deceive their fathers and father-in-laws. Watch the full movie on Hoichoi.,A 18+,5,2015,Kaushik Ganguly,"Dulal Sarkar, Deblina Roy, Pradip Roy",109,couples forced lot insane things,couples forced lot,"couples, forced, lot, insane, things, order, deceive, fathers, father-in-laws., Watch, movie, Hoichoi."
Movie,Roga Howar Sahoj Upay,Comedy,,"As she starts gaining weight, Ranjana feels distressed that her husband will stop loving her. Can she win over herself? Watch the full movie on Hoichoi.",U/A 16+,4,2011,Aparna Sen,"Aparna Sen, Konkona Sen Sharma, Rajat Kapoor, Koushik Sen, Indraneil Sengupta, Saheb Bhattacherjee",137,"starts gaining weight, Ranjana feels","starts gaining weight,","starts, gaining, weight,, Ranjana, feels, distressed, husband, stop, loving, her., win, herself?, Watch, movie, Hoichoi."
Movie,Parbo Na Aami Chartey Toke,Drama,,A love-filled take on romance that embraces two young people despite the oddities. Will love overcome the obstacles? Watch the full movie on Hoichoi.,U/A 7+,2,2015,Rabi Kinagi,"Ankush, Soham, Paayel Sarkar, Hiraan, Nusrat Jahan, Mimi Chakraborty",136,love-filled romance embraces young people,love-filled romance embraces,"love-filled, romance, embraces, young, people, despite, oddities., love, overcome, obstacles?, Watch, movie, Hoichoi."
Movie,Prem Amaar,Romance,,A local rowdy falls in love with his new neighbour Riya who’s already betrothed to Rajib. Which path will Riya choose? Watch the full movie on Hoichoi.,U/A 13+,3,2015,Debaloy Bhattacharya,"Parambrata Chatterjee, Riya Sen, Raima Sen",122,local rowdy falls love new,local rowdy falls,"local, rowdy, falls, love, new, neighbour, Riya, who’s, betrothed, Rajib., path, Riya, choose?, Watch, movie, Hoichoi."
Movie,Kalpurush,Drama,,"Depicting two simultaneous timelines with a gripping cinematography and a powerful cast, this is a story of a father-son relationship. Rahul relives his childhood memories with his father Mithun Chakraborty, talking about his dysfunctional marriage to Sameera Reddy. Watch the full movie on Hoichoi.",U/A 7+,2,2015,Raj Chakraborty,"Bonny Sengupta, Koushani, Kharaj Mukherjee",127,Depicting simultaneous timelines gripping cinematography,Depicting simultaneous timelines,"Depicting, simultaneous, timelines, gripping, cinematography, powerful, cast,, story, father-son, relationship., Rahul, relives, childhood, memories, father, Mithun, Chakraborty,, talking, dysfunctional, marriage, Sameera, Reddy., Watch, movie, Hoichoi."
Movie,Nater Guru,Comedy,,"Robi tries to unite Sulochona and Sashibhushan, who were separated by misunderstandings and ego 15 years ago. Will he succeed? Watch Jeet-Koel's first romantic blockbuster, only on hoichoi. ",U/A 7+,2,2009,Raj Chakraborty,"Soham, Paayel Sarkar, Biswajit Chakraborty",150,"Robi tries unite Sulochona Sashibhushan,",Robi tries unite,"Robi, tries, unite, Sulochona, Sashibhushan,, separated, misunderstandings, ego, 15, years, ago., succeed?, Watch, Jeet-Koel's, romantic, blockbuster,, hoichoi."
Movie,Bindaas,Action,,Abhimanyu - Kajol meet and fall in love. What follows is Abhi’s series of attempts to convince the girl and her family. Watch the full movie on Hoichoi.,U/A 16+,4,2005,Buddhadeb Dasgupta,"Mithun Chakraborty, Rahul Bose, Sameera Reddy",122,Abhimanyu - Kajol meet fall,Abhimanyu - Kajol,"Abhimanyu, -, Kajol, meet, fall, love., follows, Abhi’s, series, attempts, convince, girl, family., Watch, movie, Hoichoi."
Movie,Premer Kahini,Romance,,"A romantic movie that sketches Akash falling in love with Barsha, but losing contact with her. Will fate bring them together? Watch the full movie on Hoichoi.",U/A 7+,2,2003,Haranath Chakraborty,"Jeet, Koel, Ranjit Mallick",147,romantic movie sketches Akash falling,romantic movie sketches,"romantic, movie, sketches, Akash, falling, love, Barsha,, losing, contact, her., fate, bring, together?, Watch, movie, Hoichoi."
Movie,Fande Poriya Boga Kande Re,Comedy,,"Fate brings Raju and Mishti together. What will be the outcome, once Raju’s true identity is revealed? Watch the full movie on Hoichoi.",A 18+,5,2014,Rajib Kumar Biswas,"Dev, Sayantika, Srabanti",153,Fate brings Raju Mishti together.,Fate brings Raju,"Fate, brings, Raju, Mishti, together., outcome,, Raju’s, true, identity, revealed?, Watch, movie, Hoichoi."
Movie,Sathi,Romance,,"Fate brings Bijoy and Sonali together, but they land up in circumstances in-favourable to each other. What will happen to them? Watch the full movie on Hoichoi.",U/A 7+,2,2008,Rabi Kinagi,"Dev, Koel, Jisshu Sengupta",155,"Fate brings Bijoy Sonali together,",Fate brings Bijoy,"Fate, brings, Bijoy, Sonali, together,, land, circumstances, in-favourable, other., happen, them?, Watch, movie, Hoichoi."
Movie,Kranti,Action,,"When gangster Vishnu's brother and Jeet have a face-off, it leads to a series of disasters for Jeet. Watch the full movie on Hoichoi.",U/A 16+,4,2011,Soumik Chatterjee,"Soham, Srabanti, Dipankar Dey",164,"gangster Vishnu's brother Jeet face-off,",gangster Vishnu's brother,"gangster, Vishnu's, brother, Jeet, face-off,, leads, series, disasters, Jeet., Watch, movie, Hoichoi."
Movie,Romeo,Romance,,"The film speaks of love and longing. Pooja and Siddhu get to know each other through common friends. Although Siddhu has a sad past, he manages to wear a smile every day. When he decides to declare his love for Pooja and ask her hand in marriage, he faces her father who is unhappy with Siddhu's past. What could that be? Watch the full movie on Hoichoi.",U/A 7+,2,2002,Haranath Chakraborty,"Jeet, Priyanka, Ranjit Mallick",150,film speaks love longing. Pooja,film speaks love,"film, speaks, love, longing., Pooja, Siddhu, know, common, friends., Siddhu, sad, past,, manages, wear, smile, day., decides, declare, love, Pooja, ask, hand, marriage,, faces, father, unhappy, Siddhu's, past., be?, Watch, movie, Hoichoi."
Movie,Pratibad,Action,,"Pratibad is an engaging plot about fight against injustice and social stigma, with just the right dose of action. Watch the full movie on Hoichoi.",U/A 7+,2,2007,Riingo Banerjee,"Jeet, Swastika Mukherjee, Ashish Vidyarthi",163,Pratibad engaging plot fight injustice,Pratibad engaging plot,"Pratibad, engaging, plot, fight, injustice, social, stigma,, just, right, dose, action., Watch, movie, Hoichoi."
Movie,Sasurbari Zindabad,Comedy,,"Rupa hails from a rich family but elopes with a mechanic, Somu. Infuriated, Rupa's mother condemns them. What will Somu do? Watch the full movie on Hoichoi.",U/A 7+,2,2011,Sujit Mondal,"Dev, Subhasree, Laboni Sarkar",155,Rupa hails rich family elopes,Rupa hails rich,"Rupa, hails, rich, family, elopes, mechanic,, Somu., Infuriated,, Rupa's, mother, condemns, them., Somu, do?, Watch, movie, Hoichoi."
Movie,Neel Rajar Deshe,Fantasy,,Raja and his friends find a wounded child in a forest and learn that he has been kidnapped for a ransom. What happens next? Watch the full movie on Hoichoi.,U,1,2001,Haranath Chakraborty,"Prosenjit Chatterjee, Arpita Pal, Laboni Sarkar",156,Raja friends wounded child forest,Raja friends wounded,"Raja, friends, wounded, child, forest, learn, kidnapped, ransom., happens, next?, Watch, movie, Hoichoi."
Movie,Raja Gaja No Problem,Comedy,,"Raja, Gaja stay together and end up landing in the strangest of situations with their antics. Can they find a way this time? Watch the full movie on Hoichoi.",U/A 7+,2,2000,Haranath Chakraborty,"Prosenjit Chatterjee, Rituparna Sengupta, Ranjit Mallick",151,"Raja, Gaja stay end landing","Raja, Gaja stay","Raja,, Gaja, stay, end, landing, strangest, situations, antics., way, time?, Watch, movie, Hoichoi."
Movie,Encounter,Thriller,,"Four people get involved with the underworld. Depicting its web of deceit, this thriller will keep you glued to the screen.  Watch the full movie on Hoichoi.",A 18+,5,2008,Riingo Banerjee,"Indrani Haldar, Aryann Bhowmik, Rajesh Sharma",114,people involved underworld. Depicting web,people involved underworld.,"people, involved, underworld., Depicting, web, deceit,, thriller, glued, screen., Watch, movie, Hoichoi."
Movie,East Bengaler Chhele,Sports,Drama,"An aspiring footballer faces hurdles on his way to becoming successful. Later, his brother comes to help him to fulfill his dreams.",U,1,2011,Arindam Bose,"Sourav Chakraborty, Ambarish Bhattacharya, Dwijen Bandopadhyay",127,aspiring footballer faces hurdles way,aspiring footballer faces,"aspiring, footballer, faces, hurdles, way, successful., Later,, brother, comes, help, fulfill, dreams."
Movie,Tulkalam,Action,,"A village is threatened by industrialisation, and their fertile lands are snatched away by blocking their source of living. Watch the full movie on Hoichoi.",U/A 7+,2,2013,Suman Mukhopadhyay,"Dheeraj Pandit, Ferdous Ahmed, Biswajit Chakraborty",123,"village threatened industrialisation, fertile lands","village threatened industrialisation,","village, threatened, industrialisation,, fertile, lands, snatched, away, blocking, source, living., Watch, movie, Hoichoi."
Movie,Bhoy,Horror,,"After moving into an apartment with Amitava, Rupsha starts feeling strange, when eerie incidents occur to her own self. Watch the full movie on Hoichoi.",U/A 13+,3,1996,Aloke Bhowmik,"Chiranjeet, Satabdi Roy, Tarun Kumar",130,"moving apartment Amitava, Rupsha starts","moving apartment Amitava,","moving, apartment, Amitava,, Rupsha, starts, feeling, strange,, eerie, incidents, occur, self., Watch, movie, Hoichoi."
Movie,Premi,Romance,,"A love triangle, following the ups and downs of the three characters, with a fair share of misunderstandings and adventures. Watch the full movie on Hoichoi.",U/A 7+,2,2007,Haranath Chakraborty,"Mithun Chakraborty, Rachana Banerjee, Biplab Chatterjee",132,"love triangle, following ups downs","love triangle, following","love, triangle,, following, ups, downs, characters,, fair, share, misunderstandings, adventures., Watch, movie, Hoichoi."
Movie,Prem Pujari,Romance,,A constant tug-of-war sustains between the ethical and the immoral in the society. Does the good emerge as the victorious? Watch the full movie on Hoichoi.,U/A 7+,2,2011,Subhendu Ghosh,"Satabdi Roy, Monami Ghosh, Abhishek Chatterjee",103,constant tug-of-war sustains ethical immoral,constant tug-of-war sustains,"constant, tug-of-war, sustains, ethical, immoral, society., Does, good, emerge, victorious?, Watch, movie, Hoichoi."
Movie,Jiban Niye Khela,Drama,,"Dr. Subhankar joins the village hospital, and becomes the saviour of the villagers. Can he continue in his mission? Watch the full movie on Hoichoi.",U/A 7+,2,2004,Rabi Kinagi,"Jeet, Jisshu Sengupta, Chandana Sharma",164,"Dr. Subhankar joins village hospital,",Dr. Subhankar joins,"Dr., Subhankar, joins, village, hospital,, saviour, villagers., continue, mission?, Watch, movie, Hoichoi."
Movie,Sakaler Rang,Romance,,Pran aspires to build a school in his village and eventually succeeds. But there’s some shocking news awaiting. Watch the full movie on Hoichoi.,U/A 7+,2,1991,Nandan Dasgupta,"Prosenjit Chatterjee, Satabdi Roy, Dipankar Dey",138,Pran aspires build school village,Pran aspires build,"Pran, aspires, build, school, village, eventually, succeeds., there’s, shocking, news, awaiting., Watch, movie, Hoichoi."
